age,foundation_type,roof_type,position,label,loc_id,num_floors,area,height,num_families,ownership_type,configuration,surface_condition
15,r,n,s,1,21,2,6,4,1,v,d,t
15,r,q,s,1,13,3,6,4,1,v,d,n
45,r,n,s,1,21,2,7,7,1,v,d,t
30,r,n,s,1,17,3,7,6,1,v,d,o
15,r,n,s,0,26,1,8,3,1,v,d,t
5,i,x,t,0,6,2,10,7,0,v,d,t
0,w,n,s,0,26,2,6,5,1,v,d,t
20,r,n,s,1,12,2,4,5,1,v,d,n
15,w,n,s,0,26,2,5,5,1,v,d,t
5,i,x,j,0,10,2,19,6,1,v,d,t
20,r,n,s,1,21,2,4,4,1,v,d,t
50,r,n,s,1,21,3,9,6,2,v,d,t
15,w,n,s,0,26,2,5,5,1,v,d,t
40,u,n,s,1,11,2,5,5,1,v,d,t
15,h,q,s,1,7,1,5,2,1,v,q,t
15,w,n,s,0,26,2,7,4,1,v,d,t
0,r,q,t,1,8,2,3,6,1,v,d,t
5,r,q,s,1,10,2,8,6,1,v,d,t
25,r,n,s,1,12,2,8,4,1,v,d,t
20,r,n,s,1,8,2,3,7,1,v,d,t
20,r,n,s,1,20,2,6,5,1,v,d,n
20,r,n,s,1,27,2,5,6,1,v,d,t
0,i,n,t,0,20,2,8,6,1,v,d,t
65,r,n,s,1,0,2,8,4,1,v,d,t
5,r,n,s,1,10,2,10,5,1,v,d,t
30,r,q,j,1,8,2,14,4,1,v,d,t
45,r,n,s,1,17,3,9,7,1,v,d,n
30,r,q,t,1,17,3,8,6,1,v,d,t
5,r,n,s,1,7,1,4,3,1,v,d,t
40,r,q,s,1,3,2,6,4,1,v,d,t
15,r,n,s,1,11,3,12,6,1,v,d,t
10,r,n,s,1,20,2,9,5,1,a,d,n
10,r,n,s,1,17,3,14,7,1,v,d,t
5,r,q,j,1,10,3,11,6,2,v,d,t
85,r,n,o,1,11,3,5,7,1,r,d,t
10,u,q,s,1,20,1,7,3,1,v,d,t
20,r,n,j,1,8,2,8,7,1,v,d,t
5,w,q,s,0,20,1,8,6,1,v,u,t
0,u,x,s,0,26,1,7,3,1,v,d,t
15,w,n,s,0,26,2,7,4,1,v,d,t
15,w,n,s,1,26,2,11,6,1,v,d,t
10,r,n,t,1,11,3,10,6,1,v,d,t
20,r,n,s,1,21,3,6,8,2,v,d,t
40,r,q,s,1,7,2,7,7,1,v,d,t
30,r,q,s,0,2,2,5,4,1,v,d,n
5,r,n,s,1,4,2,9,5,1,v,d,t
20,r,n,s,1,27,3,11,9,1,v,d,t
50,r,x,j,1,27,3,11,9,1,v,d,n
60,r,n,j,1,11,4,7,8,0,v,d,t
50,r,n,s,1,17,2,6,5,1,v,d,t
70,r,q,s,1,17,2,7,5,1,v,d,t
5,r,n,s,1,17,3,6,7,1,v,d,t
0,r,n,t,1,10,2,11,5,1,v,d,t
15,r,q,s,0,26,2,8,5,1,v,d,t
10,r,n,s,1,21,3,8,6,1,v,d,n
15,w,q,t,1,27,2,7,6,1,v,d,n
15,r,q,s,0,26,2,4,5,1,v,d,t
25,r,n,s,1,17,3,12,6,1,v,d,t
30,r,n,s,1,27,3,13,6,1,v,d,t
5,r,n,s,1,12,2,5,4,1,v,d,t
30,r,q,j,1,10,2,8,5,1,v,d,t
10,r,q,s,1,2,2,14,5,1,v,d,t
10,r,n,t,1,17,2,10,5,1,v,d,t
15,r,n,s,1,10,3,8,7,1,v,d,t
10,r,n,s,0,0,2,5,5,1,v,d,t
45,r,n,o,0,6,4,4,9,2,v,d,t
15,r,q,s,1,10,2,5,5,1,v,d,t
0,r,q,s,0,20,2,7,4,0,v,d,t
10,w,n,s,0,26,2,10,5,1,v,d,t
15,r,n,s,1,18,1,17,2,0,v,d,t
0,r,n,s,0,26,3,13,8,1,v,d,t
15,r,q,t,1,8,3,7,6,1,v,d,t
15,u,q,s,1,20,2,4,6,1,v,d,t
55,r,n,t,1,17,1,3,4,1,v,q,t
5,i,x,s,0,20,2,24,6,1,v,d,t
20,r,n,t,1,8,2,6,7,1,v,d,t
20,r,n,s,1,27,2,17,6,1,v,d,n
10,r,q,t,1,18,2,3,3,1,v,d,t
20,r,n,t,1,17,3,6,7,0,v,d,t
5,r,n,s,1,10,1,7,3,1,v,d,o
70,r,q,s,1,21,2,7,4,2,v,d,t
10,i,x,t,0,10,1,11,3,0,a,d,t
25,r,n,s,1,8,2,5,5,2,v,d,t
15,r,q,s,1,21,2,3,4,1,v,d,t
115,r,n,s,1,17,2,8,4,1,v,d,t
65,r,n,s,1,8,2,5,6,1,v,d,t
15,r,q,s,1,21,2,3,5,1,v,d,t
50,r,n,s,1,8,3,5,5,1,v,d,t
20,r,q,s,1,20,2,8,4,1,v,u,t
20,r,n,s,1,22,1,7,2,1,v,d,t
5,u,q,s,1,10,2,5,6,1,v,d,n
10,r,n,s,1,6,2,6,5,1,v,d,t
10,u,n,t,1,8,2,12,6,0,v,d,t
15,r,q,s,1,22,2,6,6,1,v,d,t
10,r,n,t,1,8,2,6,6,1,v,d,n
15,r,n,s,0,26,2,8,4,1,v,d,t
15,r,n,s,1,6,2,4,4,1,v,d,t
10,r,n,s,1,4,3,5,6,1,v,d,t
20,r,q,s,0,22,2,8,5,1,v,d,t
5,r,n,s,1,10,2,6,5,1,v,d,t
20,r,n,t,0,9,2,5,5,1,v,d,t
40,r,q,s,1,27,1,6,3,1,v,d,t
15,w,n,s,1,20,2,11,6,1,v,d,n
25,r,n,s,1,17,1,8,2,1,v,d,t
5,u,n,s,0,26,1,15,4,0,v,d,t
20,r,n,t,1,8,2,5,5,1,v,d,t
15,r,n,s,1,17,2,9,4,1,w,d,t
0,r,n,s,1,10,3,7,9,1,v,d,t
25,r,n,s,1,21,3,7,6,3,v,d,t
20,r,q,s,1,17,3,8,5,2,v,d,t
30,r,n,s,1,17,3,6,7,1,v,d,t
25,r,q,s,1,18,2,3,4,1,v,d,t
20,r,n,s,1,3,2,12,5,1,v,d,n
5,r,n,s,1,8,2,5,5,1,v,d,t
25,r,n,s,1,17,3,6,7,1,v,d,t
5,r,n,s,1,7,2,5,5,1,v,d,t
0,u,x,s,0,21,2,11,6,1,v,d,t
20,w,n,s,0,26,2,5,6,1,v,d,t
20,r,n,s,1,17,3,10,6,1,w,d,t
15,r,n,s,1,10,2,3,5,1,v,d,t
15,r,n,t,1,8,3,7,6,1,v,d,t
15,r,n,s,1,3,2,10,7,1,v,d,n
20,r,n,s,1,27,3,3,6,1,v,d,t
20,r,q,s,0,13,2,9,5,1,v,d,t
25,r,n,s,1,3,2,9,5,1,r,d,t
60,r,q,s,1,27,3,8,7,1,v,d,t
20,r,n,s,0,13,1,6,3,1,v,d,t
50,r,q,s,1,6,2,8,5,1,v,d,t
5,r,n,t,1,18,2,4,6,1,v,d,t
30,r,n,s,1,11,2,7,6,1,v,d,t
0,r,n,s,0,4,2,9,4,0,v,d,t
30,r,n,s,1,8,2,7,5,1,v,d,t
15,r,n,s,1,7,2,5,4,1,v,d,t
40,r,n,s,1,16,2,7,4,1,v,d,t
35,r,q,t,1,17,3,6,7,1,v,d,n
40,r,n,s,0,24,3,12,7,1,v,d,t
70,r,n,j,1,8,2,7,5,1,v,d,t
25,r,n,s,1,17,2,7,5,1,v,d,t
10,r,n,t,1,10,2,3,5,1,v,d,t
25,r,n,s,1,6,2,9,6,1,v,d,t
30,r,n,s,0,13,1,7,5,1,v,d,t
15,u,q,s,1,10,2,3,5,1,v,d,t
10,r,q,t,1,17,3,3,7,1,v,d,n
10,u,q,s,1,6,2,4,5,1,v,q,t
20,r,n,j,1,17,3,6,7,1,v,d,t
40,r,n,s,1,10,2,5,4,1,v,d,t
40,r,n,s,1,10,3,11,5,1,v,d,t
10,r,q,s,1,7,2,7,5,1,v,d,t
40,w,q,s,0,26,2,9,6,1,v,d,t
65,r,n,s,1,8,2,8,6,1,v,d,t
20,r,n,s,1,21,2,3,4,1,v,d,t
40,u,x,s,0,27,3,10,9,0,v,q,t
0,r,n,s,1,20,2,8,5,1,v,d,o
15,r,n,s,1,17,2,83,6,1,v,q,t
15,r,n,s,1,13,1,8,2,1,v,d,t
15,r,q,t,1,17,3,7,6,1,v,d,n
50,r,n,s,1,17,3,7,6,1,v,d,t
10,r,q,s,0,1,2,10,5,1,v,d,t
75,r,n,s,0,14,2,7,6,1,v,d,t
5,i,x,s,0,10,3,15,8,1,v,d,t
0,r,n,s,1,17,1,11,3,1,v,d,t
20,r,n,t,1,27,2,8,6,1,v,d,t
55,r,n,s,0,13,1,6,3,1,v,d,t
25,r,q,t,1,21,3,7,9,1,v,d,t
15,r,n,s,1,17,3,7,6,1,v,d,o
20,r,n,t,1,8,1,3,3,1,v,q,t
15,r,n,s,1,17,3,6,7,1,v,d,t
5,w,n,s,0,26,2,8,4,1,v,d,t
15,r,n,s,0,20,2,6,5,0,v,d,n
40,r,n,s,1,8,2,10,6,1,v,d,o
45,r,n,s,0,4,2,4,4,1,v,d,t
5,u,n,s,1,10,2,6,4,1,v,d,t
20,r,q,s,1,17,3,13,7,2,v,d,t
0,r,n,s,1,8,1,5,2,1,v,d,t
5,r,n,s,1,3,2,11,7,1,v,d,t
65,r,q,t,1,7,2,4,5,1,v,d,n
20,r,q,s,1,13,1,6,3,1,v,d,t
15,r,n,t,1,6,2,8,5,1,v,d,t
0,u,n,s,0,26,1,7,3,1,v,d,t
10,r,n,s,0,26,1,4,3,1,v,d,n
50,r,q,s,1,8,3,5,7,1,v,d,t
15,r,n,s,1,17,2,6,4,1,v,d,t
0,r,n,s,0,13,2,8,6,1,v,d,t
40,r,n,s,1,27,2,8,6,1,v,d,o
20,r,q,j,1,10,2,5,7,1,v,d,o
15,r,n,s,1,8,2,11,6,1,v,d,t
10,r,n,s,1,10,2,8,6,1,v,d,t
30,r,n,s,1,17,3,5,7,1,v,d,t
30,r,q,s,1,17,2,9,5,1,v,d,t
25,r,q,s,1,6,2,6,6,1,v,d,t
10,r,q,s,1,10,2,6,4,0,v,d,t
5,r,q,s,1,10,1,5,3,1,v,d,t
40,r,n,t,1,8,3,6,6,1,v,d,t
0,r,n,s,1,17,2,8,5,1,v,d,n
10,r,n,t,1,21,3,5,7,1,v,d,t
15,r,q,s,0,26,1,11,3,2,v,d,t
10,r,n,s,1,0,2,8,4,1,v,d,t
15,r,n,s,1,8,3,4,6,1,v,d,o
10,u,n,s,0,26,2,4,5,1,v,d,t
995,r,n,s,1,4,2,6,4,0,v,d,t
20,r,n,s,1,17,3,6,7,1,v,d,n
5,i,x,t,0,18,4,15,13,0,v,d,t
5,u,q,s,0,20,1,3,3,0,v,d,t
5,r,n,s,1,17,2,9,7,1,v,d,t
10,r,n,s,1,8,2,5,4,1,v,d,t
10,r,n,s,1,6,2,10,5,1,w,d,t
30,r,q,s,1,21,2,10,5,1,v,d,n
15,r,n,s,1,8,2,13,7,1,v,d,n
40,r,n,t,1,8,3,5,6,1,v,d,n
10,r,x,s,0,26,2,16,6,1,v,d,t
0,i,x,s,0,26,1,19,3,1,v,d,t
30,r,q,s,1,10,3,5,6,1,v,d,t
30,r,q,s,1,21,3,6,7,2,v,d,t
0,r,q,s,1,17,2,6,6,1,v,u,t
10,r,n,s,0,16,1,5,4,1,v,d,t
5,r,n,s,1,27,1,13,3,1,v,d,t
10,r,n,j,1,18,3,6,9,0,v,d,n
50,r,n,s,1,5,2,6,5,1,v,d,t
10,r,q,t,1,8,2,10,6,1,v,d,t
5,r,n,s,0,26,1,7,7,1,v,d,t
30,r,n,s,1,10,2,6,5,0,v,d,t
25,r,n,s,1,17,2,5,5,1,v,q,t
10,r,n,s,1,17,1,7,2,1,v,d,t
10,i,x,s,0,6,4,11,10,1,v,d,t
10,r,q,t,1,7,1,8,3,1,v,d,t
20,r,q,s,0,22,2,7,4,1,v,d,t
15,r,n,s,1,7,2,9,6,1,v,d,t
5,w,n,s,0,26,2,7,5,1,v,d,t
30,r,q,s,1,17,3,6,6,2,v,d,t
30,r,n,j,1,17,4,14,10,1,v,d,t
0,u,x,s,0,9,1,5,3,1,v,d,t
0,r,n,s,0,4,2,9,4,0,v,d,t
25,r,n,s,1,11,2,7,5,1,v,d,t
20,i,x,j,0,27,3,23,9,1,v,d,t
35,r,q,s,1,17,1,6,3,1,v,d,t
20,r,n,s,0,26,2,5,4,1,v,d,t
5,u,x,t,0,26,1,6,3,1,v,d,t
10,r,n,s,1,17,1,6,5,1,v,d,t
15,r,n,s,1,8,3,5,6,1,v,d,o
40,r,q,s,1,17,3,5,6,1,v,d,t
15,r,n,s,1,17,1,6,4,1,v,d,n
30,r,n,s,1,17,2,9,5,1,v,d,n
15,r,n,s,1,4,1,5,2,1,v,d,t
10,r,n,s,1,11,1,8,3,1,w,d,t
5,i,n,s,0,26,3,17,10,1,v,q,t
15,r,n,s,1,17,3,7,6,0,v,d,t
0,i,x,t,0,20,2,48,7,3,v,d,t
30,r,n,s,1,4,2,4,7,1,v,d,n
10,r,n,s,1,7,2,12,4,1,v,d,o
15,r,n,j,1,18,1,5,3,1,v,q,t
10,r,n,s,1,17,3,7,7,1,v,d,t
25,r,q,s,1,3,3,10,8,1,v,d,t
20,r,n,s,1,8,2,4,5,1,v,d,t
20,u,n,s,0,26,1,5,5,0,v,d,t
5,r,n,t,1,17,1,6,3,1,v,d,t
15,r,n,s,1,7,2,3,5,1,v,d,n
25,r,n,s,1,22,2,9,5,1,v,d,t
0,h,q,s,0,20,2,8,6,1,v,u,t
25,w,n,s,1,20,2,6,5,0,v,d,t
30,r,q,t,1,17,3,6,7,1,v,d,n
50,r,q,s,1,8,2,8,4,1,v,q,o
55,r,q,t,1,7,2,5,5,1,v,d,o
25,r,q,s,1,10,2,5,6,1,v,d,t
35,r,n,s,1,8,3,7,7,1,v,d,t
15,r,n,s,1,12,1,5,3,1,v,d,t
5,w,n,s,0,26,2,6,5,1,v,d,t
10,r,q,t,1,17,2,18,5,1,v,d,t
0,h,n,s,0,26,1,4,2,1,a,q,t
65,r,n,s,1,17,2,12,7,1,v,d,n
15,r,n,s,1,10,3,6,6,0,v,d,t
50,r,n,s,1,16,2,11,5,1,v,d,n
25,r,q,s,1,17,3,6,6,1,v,d,t
0,r,n,s,0,13,2,6,4,1,v,d,t
0,u,q,s,1,21,1,9,3,1,v,d,t
35,r,n,s,1,10,3,5,6,1,v,d,t
15,r,n,s,1,22,2,8,5,1,v,d,t
50,r,q,s,0,1,2,7,5,1,v,d,t
15,r,q,s,1,21,3,7,7,1,v,d,t
25,r,n,s,1,10,2,6,4,1,v,d,t
25,r,n,s,1,17,3,6,6,1,v,d,o
20,r,n,s,1,18,3,25,8,1,v,d,t
15,r,q,s,0,22,2,9,5,1,v,d,t
15,i,x,t,0,6,3,10,9,1,v,d,t
35,r,n,s,1,27,2,9,6,1,v,d,t
25,r,n,s,1,0,2,7,5,1,v,d,t
25,r,n,t,1,18,2,8,7,1,v,d,n
5,i,x,s,0,10,3,15,9,1,v,d,t
10,w,n,s,1,26,1,5,3,1,a,d,o
115,r,q,s,1,17,3,8,6,1,v,d,t
50,r,n,s,1,17,3,15,7,1,v,d,t
10,r,n,s,1,8,3,5,5,1,v,d,t
35,r,n,t,1,21,3,9,7,1,v,d,t
5,u,x,s,0,26,1,6,3,1,v,d,t
20,r,n,s,1,5,2,5,5,1,v,d,t
15,r,n,t,1,17,3,11,7,1,v,d,t
0,w,n,t,0,26,1,3,4,1,v,d,n
15,r,n,s,1,7,1,4,3,1,v,d,t
5,r,n,s,1,17,2,10,10,1,v,d,t
20,r,n,s,1,8,3,4,6,1,v,d,t
10,r,q,j,1,4,3,13,6,2,v,d,t
10,w,n,t,1,7,1,4,2,1,v,d,t
5,r,q,s,1,21,3,4,5,1,v,d,t
70,r,q,j,1,11,4,4,9,1,v,d,t
25,r,q,s,1,10,2,4,5,1,v,d,t
35,r,q,s,1,11,3,8,7,1,v,d,t
20,r,n,t,1,6,2,3,4,1,v,d,t
50,r,q,s,0,22,3,13,7,1,v,d,t
0,i,x,t,0,9,3,23,9,1,v,s,t
0,r,n,s,0,26,1,6,3,1,v,d,t
20,r,q,s,1,17,3,9,6,1,v,d,t
0,w,q,s,0,20,2,6,5,1,v,d,t
15,r,n,t,1,27,1,4,4,1,v,d,o
10,r,q,s,1,17,1,5,3,0,v,d,t
45,r,n,s,1,8,2,5,4,1,v,d,t
15,r,n,s,1,13,1,10,3,1,v,d,t
10,r,n,s,0,5,3,10,6,0,v,u,t
30,r,n,s,1,17,2,6,4,1,w,d,t
50,r,n,s,1,25,2,10,5,1,v,d,n
5,i,x,j,0,10,4,23,12,3,v,d,t
5,r,q,s,0,20,2,6,6,0,v,d,t
20,r,n,s,1,10,1,5,2,1,v,d,t
35,r,n,s,1,15,2,6,4,1,v,d,t
0,r,n,s,1,18,2,6,5,1,v,d,t
50,r,q,j,1,6,3,3,8,1,v,d,t
5,r,q,s,1,21,2,8,5,1,v,d,t
15,r,n,s,0,13,2,2,5,1,v,d,t
0,r,q,s,1,21,2,5,5,1,v,d,t
35,r,q,s,1,25,2,6,5,1,v,d,n
5,r,n,j,1,17,2,8,7,1,v,d,t
30,r,n,s,1,6,2,5,5,1,v,d,n
5,r,n,s,1,10,2,6,5,1,v,d,t
10,r,n,s,0,26,2,5,6,1,v,d,n
25,r,n,t,1,6,3,7,7,1,v,d,t
35,r,n,s,1,3,2,10,5,1,v,d,t
80,r,n,s,1,22,1,4,3,1,v,d,t
10,r,n,s,1,17,3,10,6,1,v,d,t
25,r,q,s,1,6,2,6,6,0,v,d,t
35,r,n,s,1,10,3,7,5,1,v,d,t
10,i,x,t,0,27,4,9,13,0,v,d,o
20,r,n,s,1,17,2,7,5,1,v,d,t
10,r,n,s,1,17,1,7,3,2,v,d,t
10,r,x,s,0,26,1,10,3,1,v,d,t
35,r,n,t,1,10,1,5,3,1,v,d,t
45,r,n,t,1,11,4,10,9,2,v,d,t
0,i,x,s,0,3,3,14,10,1,v,d,t
15,r,n,s,1,10,3,11,6,1,v,d,t
20,r,n,s,1,4,2,4,5,0,v,d,t
40,r,n,s,1,8,2,3,7,0,v,d,n
30,r,q,s,1,21,3,8,6,1,v,d,t
30,r,q,s,1,28,2,8,5,1,v,q,t
40,r,n,t,1,7,3,7,5,1,v,d,t
25,u,x,s,0,26,1,19,3,0,v,d,t
60,r,n,s,1,25,1,7,2,1,v,d,t
15,u,n,t,1,17,2,5,5,1,v,d,t
15,r,n,s,1,22,2,6,5,0,v,d,t
25,r,n,s,1,8,2,8,5,1,v,d,n
10,r,n,s,1,8,2,6,5,1,v,d,t
10,r,n,s,1,17,2,7,3,1,v,d,t
15,r,n,t,1,17,3,6,6,1,v,d,t
5,r,n,s,1,11,2,6,4,1,v,d,n
10,r,n,s,1,12,2,7,4,1,v,d,t
0,i,x,s,0,22,1,15,3,1,v,d,t
10,r,n,s,1,11,2,4,3,1,v,d,o
35,r,q,s,1,21,3,7,6,2,v,d,t
10,r,q,s,1,10,1,8,4,1,v,d,n
5,r,n,s,1,7,2,9,5,1,v,d,t
15,r,n,s,1,17,2,10,5,1,v,d,t
40,r,q,s,1,10,2,18,6,0,v,d,t
30,r,n,s,1,17,3,6,6,1,v,d,t
25,r,q,s,1,17,2,5,4,1,v,d,t
15,r,n,s,1,17,3,10,8,0,v,d,t
20,r,q,s,1,17,2,7,5,1,v,d,t
35,r,n,s,1,7,1,4,2,1,v,d,t
30,r,n,s,1,17,2,8,7,1,v,d,t
45,r,q,s,1,7,2,9,5,1,v,d,t
70,r,q,t,1,27,3,16,6,1,v,d,t
60,r,q,s,1,10,3,7,6,1,v,d,t
0,r,n,s,0,26,2,6,6,1,v,d,t
15,r,n,t,1,17,3,9,6,1,v,d,t
5,r,n,s,1,21,2,6,5,1,v,d,t
40,r,n,s,1,6,3,8,6,0,v,d,t
70,r,n,s,1,26,2,17,6,1,v,d,t
5,r,n,t,1,8,2,6,6,1,v,d,n
40,r,n,s,1,27,3,4,6,1,v,d,t
45,r,n,j,1,11,4,6,12,1,v,d,t
35,r,q,s,1,20,2,6,5,1,v,d,t
15,r,q,s,1,21,2,6,4,1,v,d,t
30,r,n,t,1,17,3,3,6,2,v,d,t
25,r,n,t,1,8,3,6,6,2,v,d,t
15,r,q,j,1,21,3,8,5,1,v,d,t
25,r,n,s,1,17,2,5,5,1,v,d,t
40,r,q,s,1,10,2,6,5,1,v,d,t
0,r,n,s,0,10,1,10,3,1,v,d,t
0,i,x,s,0,11,1,15,3,1,v,d,t
25,r,n,t,1,8,2,11,6,1,v,d,t
40,r,q,t,1,10,2,2,4,0,v,d,t
15,w,n,s,0,26,2,7,5,1,v,d,t
35,r,n,s,1,15,2,4,5,1,v,d,t
5,r,n,s,0,26,1,11,3,1,v,d,t
15,r,x,s,0,11,2,9,5,1,v,d,t
5,r,n,t,1,8,1,5,5,1,v,d,t
25,r,q,s,0,12,2,6,4,1,v,d,t
5,i,x,t,0,20,1,11,4,1,v,d,t
25,r,q,s,1,10,2,8,5,1,v,q,t
0,i,x,s,0,6,2,11,7,1,v,d,t
15,r,n,s,1,27,2,8,4,1,v,d,t
20,r,n,s,1,25,2,8,5,1,v,d,n
5,r,n,s,1,21,3,8,6,2,v,d,n
55,r,n,s,1,17,1,20,3,1,v,d,t
50,r,n,s,0,14,2,6,6,1,v,d,t
5,r,q,s,0,26,1,5,4,1,v,d,t
10,r,n,s,1,15,2,6,5,1,v,d,t
5,r,n,t,1,17,2,7,7,1,v,d,t
15,r,n,t,1,8,2,5,6,1,v,d,t
15,r,n,s,1,21,2,6,4,2,v,d,t
25,w,n,t,1,17,3,6,9,1,v,d,n
50,r,n,s,1,10,3,5,8,1,v,d,t
30,r,n,j,1,17,3,6,7,1,v,d,t
30,w,q,s,0,26,2,12,5,1,v,d,t
0,r,n,s,1,17,1,7,3,1,w,d,t
20,r,n,s,1,6,2,7,6,2,v,d,t
0,i,x,t,0,10,1,17,4,1,v,d,t
45,r,q,s,1,8,3,10,10,1,v,d,t
15,r,n,s,1,17,1,6,3,1,v,d,t
10,r,n,s,0,26,1,3,3,1,v,d,t
15,r,n,s,0,5,2,6,4,1,v,d,t
10,r,q,s,1,4,2,14,7,1,v,d,t
20,r,n,t,1,18,2,8,5,1,v,d,t
15,r,q,s,1,17,3,9,6,2,v,d,t
20,r,q,t,1,10,2,6,4,0,v,d,t
95,r,n,s,1,10,3,8,6,1,v,d,t
15,r,q,s,1,21,3,5,7,1,v,d,n
15,r,q,s,1,7,2,11,8,1,v,d,t
55,r,n,s,1,3,2,4,5,1,v,d,t
15,u,n,t,1,27,2,7,5,0,v,d,t
10,w,n,t,0,26,2,5,5,1,v,d,t
85,r,n,o,1,3,5,4,10,1,v,d,t
10,r,q,s,1,21,3,10,6,2,v,d,t
20,u,x,s,0,6,1,12,3,1,v,q,t
15,r,n,s,1,12,3,4,6,1,v,d,t
0,i,x,t,0,10,2,15,7,2,v,d,t
40,r,n,s,1,4,1,2,2,1,v,d,t
20,r,q,s,1,18,1,10,2,0,v,d,t
15,w,q,t,0,20,1,7,3,0,v,d,t
30,r,n,t,1,8,3,5,10,0,v,d,t
5,r,n,s,1,7,1,3,3,1,v,d,n
5,r,n,j,1,8,2,10,5,2,v,d,t
10,r,n,s,1,10,2,6,6,1,v,d,n
60,r,n,s,1,5,2,6,5,1,v,d,t
15,r,q,s,0,21,2,6,4,1,v,d,t
40,r,q,s,1,17,2,3,4,1,v,d,t
10,r,n,s,1,6,2,8,6,1,v,d,t
15,r,n,s,1,26,2,11,7,1,v,d,n
30,r,n,s,1,8,1,7,3,1,v,d,t
15,r,n,t,1,18,2,6,5,1,v,d,t
0,i,x,s,0,7,2,3,6,1,v,d,t
25,r,q,s,1,27,3,6,6,1,v,d,n
5,r,n,s,0,3,1,5,3,1,v,d,t
10,r,q,s,1,17,1,8,2,1,v,d,n
20,r,n,s,1,17,3,8,7,1,v,d,t
5,r,n,s,1,4,2,8,5,1,a,d,t
10,r,n,s,1,20,2,5,6,1,v,d,n
45,r,q,s,1,11,3,11,6,1,v,d,t
20,r,n,t,1,17,2,9,5,2,v,d,t
0,r,n,s,0,4,2,15,4,1,v,d,t
0,r,n,s,0,4,2,6,5,1,v,d,t
0,i,x,s,0,6,1,14,3,1,v,d,t
10,r,n,t,1,27,3,7,7,1,v,d,t
25,r,n,s,1,23,2,8,5,1,v,d,t
20,r,n,s,1,11,4,11,13,1,v,d,t
20,r,n,s,1,11,2,10,5,1,w,d,t
5,r,n,s,0,5,2,21,5,1,v,d,t
15,r,n,s,0,20,2,11,7,1,v,d,t
0,r,n,s,1,20,2,8,8,1,v,d,t
15,r,n,s,1,6,3,8,7,1,v,d,t
0,r,n,s,1,10,2,5,5,1,v,d,t
90,r,n,o,1,3,5,5,10,1,v,d,t
15,r,n,t,1,8,1,10,5,1,v,d,t
5,r,q,s,1,7,2,12,4,1,v,d,t
30,r,n,s,1,21,2,8,4,1,v,q,n
15,r,n,s,1,21,3,14,6,1,v,d,t
100,r,n,t,1,27,6,5,13,1,v,d,t
25,r,q,s,1,6,3,9,7,1,v,d,t
30,r,n,s,1,8,2,5,5,1,v,d,t
5,r,n,s,0,26,2,3,3,1,v,d,n
50,r,q,s,1,3,2,9,7,1,v,d,t
0,w,q,s,0,20,2,5,5,1,v,d,t
0,r,n,s,0,26,3,17,10,1,v,d,t
10,r,n,s,1,17,2,12,5,1,v,d,t
10,r,n,s,1,17,2,5,4,1,v,d,t
90,r,n,j,1,27,5,7,13,1,v,d,t
45,r,n,s,1,7,2,7,7,1,v,d,t
20,r,n,s,1,17,2,5,6,1,v,d,n
5,r,n,t,0,7,2,7,4,1,v,d,t
45,r,n,s,1,6,3,13,6,1,v,d,t
20,r,n,s,1,10,2,6,4,1,v,d,t
5,w,q,s,0,26,1,5,5,0,v,d,t
80,r,n,o,1,3,4,4,8,1,v,d,t
5,w,q,s,0,20,2,7,5,1,v,d,t
15,r,n,s,1,6,2,7,6,1,v,d,n
5,r,n,s,1,17,3,8,5,1,v,d,t
55,r,n,s,1,21,3,7,6,1,v,d,t
5,i,x,t,0,7,3,14,9,2,v,d,n
5,r,n,s,1,8,1,9,6,1,v,d,t
25,r,n,s,1,6,2,7,6,1,v,d,o
40,r,n,s,1,3,3,10,6,1,v,d,t
50,r,n,t,1,8,2,14,4,2,v,d,o
10,r,q,s,1,21,3,6,7,1,v,d,t
10,u,n,t,0,3,2,9,7,1,v,d,n
30,r,n,s,1,8,3,5,7,1,v,d,t
20,r,n,s,1,21,3,7,6,1,v,d,t
55,r,n,s,1,27,3,11,7,1,v,d,t
20,r,n,s,0,4,2,4,5,1,v,d,t
15,r,n,s,1,17,2,4,5,1,v,d,t
20,r,q,s,1,8,3,6,7,1,v,d,t
70,r,n,s,1,20,2,7,6,1,v,d,t
35,r,n,t,1,6,3,8,6,2,v,d,t
25,r,q,s,0,1,2,6,6,1,v,d,n
25,r,n,t,1,17,2,9,6,1,w,d,t
0,w,n,s,0,4,1,4,2,0,v,s,t
115,r,n,j,1,27,5,5,11,1,v,d,t
5,r,q,j,1,21,3,5,7,1,v,d,t
0,i,x,t,0,6,2,9,5,1,v,d,t
35,r,n,s,1,27,3,7,8,1,v,d,t
20,r,n,s,0,24,2,8,7,1,v,d,t
50,r,n,s,1,11,2,9,5,1,v,d,t
20,r,n,s,0,5,3,10,6,1,v,d,t
20,r,q,s,1,9,2,8,5,1,v,d,t
45,r,n,s,1,8,3,9,7,1,v,d,t
5,r,n,s,1,10,2,5,4,1,v,d,t
50,r,n,s,1,8,3,5,5,1,v,q,t
30,r,n,t,1,3,3,8,7,1,v,d,t
30,r,q,t,1,21,3,9,9,1,v,d,t
15,r,n,s,1,23,2,7,6,1,v,d,t
15,r,n,s,1,10,2,3,5,1,v,d,t
5,r,n,s,1,30,2,6,4,1,v,d,n
